name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
Bio India Complex 48 Skin Drop,Bio-India Pharma Pvt Ltd,129.0,150.0,0.0,0.0,30.0,Berberis aqui,"Assists in reducing the occurrence of scars


Helps reduce the visibility of bumps on the skin


Helps in managing dry, rough skin with pigmented spots",Skin care
SBL Justicia Adhatoda Mother Tincture Q,SBL Pvt Ltd,94.0,105.0,4.7,320.0,30.0,,"Effective remedy for respiratory-related concerns


Reduces cough, relieves chest congestion, and minimises mucus


Relieves headache from cough


Eases excessive sneezing and breathing concerns",Fever
Dr. Reckeweg Bio-Combination 17 (BC 17) Tablet,Dr Reckeweg & Co,159.0,185.0,4.4,179.0,20.0,Calcarea phosphorica,Helps in relieving haemorrhoids Reduces pain in bleeding pilesAids in reducing back pain,Skin care
SBL Bio-Combination 19 Tablet,SBL Pvt Ltd,96.8,110.0,4.6,386.0,25.0,,It can help alleviate joint and muscle painIt may reduce fatigueIt can help ease stiffness of knees,Joint
SBL B-Trim Drop,SBL Pvt Ltd,182.0,215.0,4.0,208.0,30.0,Calcarea carbonica,"It may help in managing weight


It can aid in boosting the metabolism


Promotes the health of the digestive system",Digestion
Lord's Ylo Tablet,Lord's Homoeopathic Laboratory Pvt Ltd,132.0,150.0,4.6,105.0,50.0,,"Effective laxative tablets for constipation relief


Manages concerns causing infrequent stool


Maintains healthy bowel movements",Digestion
SBL Ruta Graveolens Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.6,660.0,30.0,,"Manages concerns associated with arthritic and rheumatic pains


Relieves sprain in ankles, knees, feet and lower back


Reduces pain in muscles, joints and bones


Safe to use with no side effects",Joint
Dr. Reckeweg R95 Alfalfa Tonic,Dr Reckeweg & Co,568.0,645.0,4.6,188.0,250.0,It helps reduce physical and mental tiredness,"Helps to overcome lack of appetite, loss of weight, weariness, anxiety, and impotenceFacilitates normal functioning of the nervous systemWorks to provide relief in case of muscle crampsEnergises vital functions in the body and promotes overall health",ENT
Bakson Homoeopathic Formula 'D' Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.1,307.0,75.0,Calcarea fluorica 3x,"Formula ??D?? Tablets are effective against eczema and lichen planus?ÿOffer relief from skin conditions and reduce the burning, redness, dryness, itching and swellingUsed for the treatment of dermatitisContains Calcarea fluorica that is useful for fissures or cracks in palms and hard skinFormula ??D?? Tablets contain Rhus tox. helpful for intense itching, urticaria, burning, eczema, and eruptions containing fluid",Skin care
Dr Willmar Schwabe India Berberis Vulgaris Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,99.0,110.0,4.4,291.0,30.0,,"Reduces arthritic pains in legs beginning from the back


Reduces inflammation and pain in the gall bladder


Manages constipation and diarrhoea",Digestion
ADEL 17 Glautaract Drop,Adel Pekana Germany,233.0,295.0,4.5,181.0,20.0,Aurum chloratum,Natural formulation that acts as excellent nourishment for eyesHelps to reduce conjunctivitis and eye irritationCan be beneficial for conditions like glaucoma and cataract,Eye Care
Dr. Reckeweg Sulphur Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.5,388.0,11.0,Sugar of milk,"Alleviates stomach disorders


Useful for eczema and psoriasis


Soothes dry and scaly skin


Relieves heaviness in the chest",Digestion
Dr. Reckeweg R8 Jut-U-Sin Cough Syrup,Dr Reckeweg & Co,490.0,490.0,4.6,175.0,150.0,Belladona,Helps soothe discomfort due to coughingHelps in reducing violent coughMay help with convulsive cough,Fever
Wheezal Mel-X Melasma Cream,Wheezal Homeo Pharma,119.0,135.0,4.1,107.0,25.0,,Helpful in pigmentation disordersCan reduce tanning and sunburnReduces the signs of ageing,Skin care
SBL Pulsatilla Nigricans Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,683.0,30.0,,"An effective solution for multiple health concerns


Relieves dry cough and sore throat


Soothes chronic ear pain and otitis media


Provides relief from headaches and migraines",ENT
Dr Willmar Schwabe India Arnica Montana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,177.0,220.0,4.6,348.0,30.0,,Increases the metabolic rate and speed up the fat-burning processCombats high blood pressureHelps soothe irritated skin and prevent acne formation,Diabetes
SBL Natrum Muriaticum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,506.0,30.0,Natrum Muriaticum,"Treats inflammation of the frontal sinuses and relieves congestive headacheEffective in the treatment of nausea, vomiting?ÿand?ÿdiarrhoeaHelps in reducing labour pains and irregular menstrual periods with a sharp pain in the pelvic regionRelieves constrictions of the chest and heart and rapid pulse rate",ENT
SBL Carbo Vegetabilis Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.6,1144.0,30.0,The dilution can help reduce hair fall after severe illness,"Relieves gum swelling and ulcersRelieves flatulence, stomach cramps and indigestionImproves breathing due to chest opennessMade from homoeopathic constitution, this medicine has no side effects",Digestion
Bakson Tonsil Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,414.0,500.0,4.5,151.0,200.0,,"Tonsil Aid Tablets deal with inflammation and pain in the tonsilsPotent treatment for tonsilitisThese tablets for throat issues relieve throat irritation and drynessSafe to use, and it doesn??t trigger any side effects",Throat care
Bakson Gastro Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,182.0,215.0,4.5,198.0,75.0,Robinia pseudoacacia 3x,Effective tablets for digestion help improve digestion and gut health?ÿPotent tablet for gastric affections and helps manage gastritisHelps prevent diarrhoeaTablets for constipation management,Digestion
SBL Histaminum Dilution 30 CH,SBL Pvt Ltd,90.0,100.0,4.5,598.0,30.0,,"Useful for various skin issuesAlleviates gastric painEffective for hay fever and nasal congestionProvides relief from breathing problem, and bronchial asthma",Fever
SBL Chionanthus Virginica Mother Tincture Q,SBL Pvt Ltd,321.0,365.0,4.6,118.0,30.0,,Useful for liver conditionsHelps relieve constipationReduces frequent urinationRegulates the menstrual cycle,Digestion
Dr. Reckeweg Belladonna Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.7,367.0,11.0,Effective in the treatment of spasms of the gastrointestinal tracts,"Alleviates gastrointestinal spasms


Useful for bladder and biliary tract issues


Relieves rheumatic and arthritic pains


Helpful for stomach ache",Digestion
SBL Diaboherb Capsule,SBL Pvt Ltd,410.0,500.0,4.4,76.0,100.0,,"Helps to manage the blood sugar levelsHelps to provide relief in case of frequent urination, increased thirst, and appetiteHelps to increase the production of insulin",Diabetes
SBL Drops No. 4 (For BP),SBL Pvt Ltd,166.0,185.0,4.5,286.0,30.0,,"Calms your nerves


Caters to sleeplessness accompanied by headache


Provides relief from burning sensation


Regulates high blood pressure",Diabetes
SBL Cephalandra Indica Mother Tincture Q,SBL Pvt Ltd,94.0,105.0,4.6,327.0,30.0,,"Effective remedy for managing various ailments including mouth ulcers, skin-related concerns, gout, and cough


Addresses concerns associated with kidney


Regulates glucose levels in urine",kidney
SBL Pulsatilla Nigricans Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.6,683.0,30.0,,"An effective solution for multiple health concerns


Relieves dry cough and sore throat


Soothes chronic ear pain and otitis media


Provides relief from headaches and migraines",ENT
ADEL 9 Cri-Regen Drop,Adel Pekana Germany,260.0,295.0,4.4,128.0,20.0,Cynara scolymus,"Aids in moisturising, reconstructing, and volumizing the hairWorks on revitalising and strengthening the hairHelps to restore hair volume",Hair care
SBL Silicea Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.5,551.0,30.0,Silicea helps to take care of imperfect assimilation,"A homeopathy solution, safe for consumptionBeneficial for bone healthCaters to problems relating to stoolSoothes sciatic pain",Joint
SBL Ginseng Mother Tincture Q,SBL Pvt Ltd,297.0,365.0,4.5,217.0,30.0,,Helps to fight stress and improves cognition abilityEnhances the energy levels and helps to overcome fatigueEncompasses antioxidant properties and reduces inflammation,Skin care
Hapdco Marks Go Cream,HAPDCO,96.8,110.0,4.2,337.0,25.0,,"Facilitates lightening of stretch marks and scarsHelps to remove blemishes, dark circles, and burn marks",Skin care
Bakson's Vitamin D Plus Capsule,Bakson's Homeopathy,233.0,270.0,4.4,152.0,50.0,,Vitamin D capsules for calcium intakeBakson capsules for better immunityVitamin D supplements for strong bonesHealth capsules for maintaining better health,Joint
ADEL 28 Plevent Drop,Adel Pekana Germany,260.0,295.0,4.6,170.0,20.0,,"Supports the liver and gallbladder, and eliminates dyspeptic complaintsStimulates the kidneys as a diuretic and helps increase the excretion of toxinsEnables the organs directly and indirectly to address lipid disruptionEnhances liver-kidney function and has special abilities to address gallbladder and kidney stones",kidney
SBL Hepar Sulphur Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,646.0,30.0,Relieves glandular swellings and eruptions,"Relieves glandular swellings and eruptions


Effective remedy for reducing swollen glands and skin eruptions


Provides relief from oral discomfort including bleeding gums and mouth pain


Aids in reducing neck inflammation and associated pain",Skin care
Haslab Drox 24 Sciatec Drop,HASLAB,150.0,170.0,4.4,93.0,30.0,,"Relieves pressure on the sciatic nerve


Reduces dragging pain


Alleviates calf pain


Useful for sciatic pain",Mental wellness
SBL Cineraria Maritima 10% Eye Drop,SBL Pvt Ltd,119.0,135.0,4.5,312.0,10.0,Cineraria maritima,"It can help improve eye health


It may be helpful for reducing cataracts


It can improve vision problems",Eye Care
Dr. Reckeweg Vita-C 15 Sedative Nerve Tonic,Dr Reckeweg & Co,597.0,695.0,4.7,12.0,250.0,"It reduces mental and physical weakness, drowsiness and sexual dysfunction","It is a homeopathic sedative that helps manage anxiety, stress and sleep problemsIt helps manage mood swings, irritability and symptoms of menopause in womenIt increases zinc absorption in the bodyIt helps reduce fatigue, irritability, unclear thinking and inability to concentrate",ENT
SBL Alfalfa Tonic with Ginseng,SBL Pvt Ltd,115.0,130.0,4.4,889.0,115.0,Alfalfa,"Helps to increase the appetite


Aids in supporting digestion


It may provide energy and stamina


It can alleviate pain and cramps",Digestion
SBL Silk N Stay Anti Acne Berberis Soap,SBL Pvt Ltd,55.0,55.0,4.3,105.0,75.0,Sodium cocoate,"Has excellent moisturizing and cleansing propertiesHelps to clear the complexion, pimples and makes the skin smooth and rejuvenatedHelps to unclog pores and tighten the skin",ENT
Dr Willmar Schwabe India Phytolacca Berry Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,216.0,240.0,4.4,217.0,30.0,,"Regulates the hunger pattern and aids proper digestionInduces proper metabolism of the bodyHelps in fat reductionIndicated in fungal infections, sore throat and mumps",Throat care
ADEL 64 Mundipur Uric Acid Drop,Adel Pekana Germany,295.0,295.0,4.4,152.0,20.0,Berberis Vulgaris,Works as a supportive remedy for symptoms related to excessive accumulation of urea and creatinine in the bloodPromotes overall well-being,kidney
ADEL 12 Dercut Drop,Adel Pekana Germany,233.0,295.0,4.4,194.0,20.0,,"Primarily used for the treatment of various skin issuesUseful in the treatment of acute and chronic eczemaHelpful in the case of severe itching with redness of skinBeneficial in the case of pimples, herpes, rashes, eschar",Skin care
Bakson Hite Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,182.0,215.0,4.1,61.0,75.0,Baryta carbonica 6x,"Promotes natural height growth in children


Provides necessary nutrients for optimal growth


Helps in overall physical development


Boosts immunity and supports brain development


Safe and effective for children",Health supplement
SBL Cholesterinum Trituration Tablet 3X,SBL Pvt Ltd,154.0,175.0,4.6,310.0,25.0,,Acts as a liver tonicRegulates cholesterol levelsEffective remedy in gallstones and jaundice,Liver
Dr Willmar Schwabe India Sabal Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,167.0,190.0,4.5,229.0,30.0,Used for urinary disturbances due to prostatic enlargement (BPH) and urinary tract infections,Helpful in relieving the problem of frequent micturitionHelpful in urinary tract infectionsRelieves inflammation,kidney
Dr Willmar Schwabe India Passiflora Incarnata Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,110.0,125.0,4.6,326.0,30.0,,"Most reliable remedy in insomnia due to pain and inflammatory conditions in acute diseasesEfficient antispasmodic that provides great and instant reliefindicated in whooping cough, delirium, convulsions in children and painful menstruationUseful in complaints of flatulence, diarrhoea and indigestionHelps in controlling sleep patterns",Digestion
SBL Drops No. 8 ( For Allergic Rhinitis),SBL Pvt Ltd,163.0,185.0,4.4,292.0,30.0,Allium Cepa,Can help relieve allergic rhinitisMay ease sneezing and burning sensationHelps reduce symptoms associated with coryza,ENT
SBL Hamamelis Virginica Mother Tincture Q,SBL Pvt Ltd,132.0,150.0,4.5,219.0,30.0,Hamamelis Virginica,Helps in the treatment of pains associated with haemorrhages and haemorrhoidsReduces bruises and soreness in the affected partsProvides a sense of relaxation and relieves pains by acting on the veins,Joint
Dr. Reckeweg Bryonia Alba Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.7,417.0,11.0,,"It is primarily used for the treatment of influenza, coryza, arthritis and rheumatismIt relieves symptoms of flu such as constant sneezing and coldHelpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing",Fever
Dr. Reckeweg Magnesium Phosphoricum Biochemic Tablet 6X,Dr Reckeweg & Co,163.0,185.0,4.5,158.0,20.0,,"Effective management for a range of health issues


Relieves headache


Natural remedy addressing specific ear-related issues


Oral health benefits and swelling reduction


Relieves abdominal pain and gas discomfort",ENT
SBL Aspidosperma Quebracho Mother Tincture Q,SBL Pvt Ltd,194.0,220.0,4.5,255.0,30.0,The formula stimulates the respiratory centres and increases the oxygen in the blood,It is used for treating disorders associated with the respiratory systemHighly beneficial for people suffering from asthma and influenzaIt helps in relieving congestion in the chest and prevents frequent coughing,Fever
Dr Willmar Schwabe India Crataegus Oxyacantha Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.6,340.0,30.0,Regulates blood pressure,Reduces headacheHelps regulate blood pressureRelieves joint painPromotes cardiovascular wellness,Joint
Dr. Reckeweg Cholesterinum Trituration Tablet 3X,Dr Reckeweg & Co,211.0,240.0,4.6,194.0,20.0,,Relieves pain in the liver regionReduces inflammation of pancreas and kidneysEffective in treating kidney stones,kidney
Dr. Reckeweg R17 Glandular Enlargement Drop,Dr Reckeweg & Co,232.0,270.0,4.5,118.0,22.0,Acidum lacticum,Contains anti-inflammatory propertiesReduces glandular swellingsProvides relief from skin conditions,Skin care
SBL Nixocid Syrup,SBL Pvt Ltd,268.0,305.0,4.5,281.0,500.0,Nixocid Syrup regulates bile production and helps restore enzyme balance,Helps restore enzyme balanceRelieves acidityHelps normalise the pH dimension of the stomach,Digestion
Dr. Reckeweg R19 Glandular Drops for Men,Dr Reckeweg & Co,238.0,270.0,4.3,135.0,22.0,,Helps in preventing endocrine diseasesMay aid in supporting mental wellnessManages blood pressure levels,Diabetes
Wheezal Jaborandi Hair Treatment Oil,Wheezal Homeo Pharma,141.0,160.0,4.3,593.0,110.0,Jaborandi Q,Helps to counter dandruff and prevents hair lossBeneficial in case of greying of hairMaintains healthy blood flow to the scalpHelps to prevent the growth of split ends,Hair care
Dr Willmar Schwabe India Jaborandi Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,132.0,150.0,4.4,249.0,30.0,Jaborandi,"Indicated in profuse perspiration, hair fall,greying of hair, sleeplessness and diarrhoeaIt is also indicated in eye disorders, glaucoma, and to promote perspirationVery effective remedy in profuse debilitating sweat in sophistsIt is a powerful glandular stimulant and the most efficient diaphragmatic",Eye Care
Dr Willmar Schwabe Germany Damiaplant Drop,Dr Willmar Schwabe India Pvt Ltd,518.0,575.0,4.1,168.0,20.0,Damiana,Helps to overcome weaknessAids in increasing energy levelsSupports overall health and well-being,Health supplement
SBL Kali Bichromicum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,379.0,30.0,,"Reduces pain and fullness between eyebrows


Manages sense of smell and eases nasal blockage


Alleviates burning pain in the throat",Eye Care
SBL Causticum Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.5,536.0,30.0,Natrum causticum,"Effective in managing concerns associated with liver


Maintains blood pressure levels and concerns associated with sinusitis


Eases feelings of nervousness and sadness


Manages dry throat and cough with white lumps",Throat care
SBL Acidum Phosphoricum Mother Tincture Q,SBL Pvt Ltd,110.0,125.0,4.5,282.0,30.0,,Alleviates headaches and eye sorenessImproves digestionUseful for nausea and vomitingHelps to prevent hair fall,Eye Care
SBL Ocimum Sanctum Mother Tincture Q,SBL Pvt Ltd,92.4,105.0,4.6,221.0,30.0,It is used in the treatment of renal colic and renal pain with vomiting,Useful in the treatment of renal colicContains anti-inflammatory and antioxidant propertiesHelpful in the evacuation of bowel in constipated patients,kidney
Dr. Reckeweg R43 Bronchial Drop,Dr Reckeweg & Co,235.0,270.0,4.4,139.0,22.0,Arsenicum album,It helps in the treatment of asthmaIt relieves irritation and dry coughIt aids in reducing asthmatic bronchitis,Fever
SBL Caladium Seguinum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.2,707.0,30.0,,Treats conditions related to sexual exhaustion in menProvides relief from stomach pain and crampsRelieves chest congestion and lung disorders,Digestion
SBL Calcarea Fluorica Biochemic Tablet 12X,SBL Pvt Ltd,94.1,110.0,4.5,1303.0,25.0,It is primarily used for the management of varicose veins and various skin conditions,It helps manage varicose veins and other skin disordersIt relieves symptoms linked with joint pain and discomfortIt is also helpful in reducing the inflammation of thyroid glandsIt is helpful in the reduction of dental cavities and bleeding gums,Joint
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,171.0,175.0,0.0,0.0,30.0,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,fever
Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.6,260.0,30.0,Rauvolfia Serpentina,Homeopathic formulation that has antipsychotic and anti hypertensive actionReduces the frequency of loose stoolsCalms the nervous system and reduces anxietyAlleviates irritability and restlessness,Mental wellness
Dr. Reckeweg Wiesbaden Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.2,302.0,11.0,,"Effective solution for hair problems


Reduces hair fall


Promotes hair growth


Strengthens hair follicles",Hair care
SBL Apis Mellifica Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,413.0,30.0,"Relieves swelling of eyelids, conjunctiva and eye puffiness","Relieves various eye-related discomforts


Addresses sharp eye pain and corneal issues


Alleviates oral and throat inflammation and pain


Helps reduce puffiness in the body and face",Eye Care
SBL Aesculus Ointment,SBL Pvt Ltd,72.0,80.0,4.5,205.0,25.0,Aesculuship pocastanum Q,"Helps with haemorrhoids


Relieves itchiness


Aids in managing bleeding",Skin care
SBL Allium Cepa Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,449.0,30.0,"Provides effective relief from cold, catarrh and cough","Offers remedy for respiratory-related concerns


Manages eye infections


Addresses ocular infections effectively


Eases discomfort associated with ear pain


Indicated for burning pain in the nose, skin, throat, and bladder",ENT
ADEL 3 Apo-Hepat Drop,Adel Pekana Germany,260.0,295.0,4.6,131.0,20.0,,Promotes stomach secretion and excretion of ureaEliminates both the physical and psychological basis for this cravingReduces liver portal blockages that commonly exist in chronically ill patientsProvides a vital stimulus that aids in the excretion of liver toxins,Digestion
ADEL 21 Proscenat Drop,Adel Pekana Germany,260.0,295.0,4.5,146.0,20.0,,Alleviates inability to empty bladderIt eases symptoms of enlarged prostate and supports PSA levelsRelieves male performance difficultiesIndicates symptoms of enlarged or ageing prostate,kidney
ADEL 51 Psy-Stabil Drop,Adel Pekana Germany,260.0,295.0,4.6,148.0,20.0,Acidum Phosphoricum 6X,"Prevents hyper acidification of the heart muscleReduces congestion in the arterial and venous vessels and combats inflammatory tendenciesImproves coronary circulation, increases the systole and reduces the number of pulse beatsHarmonises and restores a regular heartbeat, and restores disrupted digestive capabilities",ENT
Hapdco Aqui Plus Face Wash,HAPDCO,87.1,99.0,4.3,174.0,50.0,Azadirachta indica,Ideal for men and womenSuitable for all skin typesGets rid of dust and dirt from your faceGives your face a clean lookFree of any harmful chemicals,Skin care
SBL Calcarea Carbonica Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.6,453.0,30.0,,Helpful in treating eczema in childrenUseful in treating ulcers and blockage in the noseEffective in reducing itching in the scalp,ENT
Bakson Calci Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.4,73.0,200.0,Calcarea carbonica HPI 3x,"Provides holistic calcium supports for pregnancy, menopause, and agingCalcarea carbonica and silicea strengthens bones and alleviates crampsSilicea promotes wellness in growing children, fights bone issuesEmbrace homeopathic power for strong, flexible bones",Joint
SBL Kali Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,96.8,110.0,4.6,325.0,25.0,Helps to remove dandruff with white crusts,"Reduces dandruff


Relieves sinusitis headaches


Clears acne and nourishes skin",ENT
SBL Thuja Occidentalis Mother Tincture Q,SBL Pvt Ltd,132.0,150.0,4.5,241.0,30.0,,Removes unwanted moles and wartsAddresses minor skin ailmentsMay have laxative properties in itHelps with rheumatic and arthritic painDeals with gastric issues,Skin care
Allen A70 I.B.S.(Irritable Bowel Syndrome) Drop,Allen Homoeo & Herbal Products Ltd,144.0,170.0,4.3,182.0,30.0,This drop helps with a bloated lower abdomen,A natural solutionHas no side effectsGMP certifiedSoothes bloated abdomenCurtails diarrhoeaHelps with indigestion,Digestion
ADEL 25 Somcupin Drop,Adel Pekana Germany,260.0,295.0,4.2,217.0,20.0,,An effective formulation for insomnia and disturbed sleepHelps to reduce restlessnessIt also helps with nervous exhaustionIt also helps to relax the mind,Mental wellness
SBL Ginkgo Biloba Mother Tincture Q,SBL Pvt Ltd,198.0,220.0,4.6,266.0,30.0,Ginkgo biloba,Regulates high blood pressure and arteriosclerosisProvides effective relief from cough and chest painUseful in?ÿtreating?ÿburning sensation in throat and nose blockageHelps in healing eruptions and cracks on the skin,ENT
Dr Willmar Schwabe India Cydonia Vulgaris Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,88.0,100.0,4.1,577.0,30.0,,It may maintain men's reproductive health?ÿRemoves infection and manages other problems of the prostate glandEnhances libido,ENT
SBL Mercurius Solubilis Dilution 30 CH,SBL Pvt Ltd,85.9,100.0,4.6,487.0,30.0,Reduces the sweating or nose bleeding during the day and night and the heat of bed in cold and damp weather,"Reduces sweating and nosebleeds


Alleviates bed heat in cold, damp weather


Manages hair loss and oily scalp


Relieves inflammation and scalp burning",ENT
SBL Sleeptite Tablet,SBL Pvt Ltd,149.0,165.0,4.1,142.0,25.0,Ferrum Phosphoricum 3x,Helps to reduce difficulty in falling asleep due to anxiety & restlessnessMay help in improving sleeping habits and treating underlying causes,Mental wellness
ADEL 2 Apo-Ham Drop,Adel Pekana Germany,260.0,295.0,4.6,157.0,20.0,,"It is beneficial in the case of piles and fistulaHelps to provide instant relief from pain and swellingProvides relief from problems such as severe constipation, inflammation and bleedingIt helps in the shrinkage of the piles and promotes easy passage of stools",Digestion
ADEL 6 Apo-Strum Drop,Adel Pekana Germany,260.0,295.0,4.5,129.0,20.0,,"Supports intestinal metabolism and regulates heart function damaged by a toxic thyroid conditionActs as a catalyst in the metabolism of carbohydrates, proteins and fatsStimulates liver function, promotes excretion via the kidneysAddresses heart and circulatory system problems",ENT
SBL Histaminum Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.5,590.0,30.0,,"Useful for various skin issuesAlleviates gastric painEffective for hay fever and nasal congestionProvides relief from breathing problem, and bronchial asthma",Fever
SBL Drops No. 3 (For UTI),SBL Pvt Ltd,163.0,185.0,4.6,229.0,30.0,,"Provides relief from burning, itching and frequent urination


Maintains kidney health


Manages concerns causing pain in kidneys radiating to the bladder",kidney
SBL Gelsemium Sempervirens Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,559.0,30.0,,"Manages colds, flu and sore throat


Reduces anxiety


Manages heavy eyelids and double vision",Eye Care
Dr. Reckeweg Biochemic Combination 25 (BC 25) Tablet,Dr Reckeweg & Co,163.0,185.0,4.6,156.0,20.0,Natrum phosphoricum,Helps in reducing hyperacidityAids in relieving gastric disturbancesProvides relief in abdominal pain,Digestion
Dr Willmar Schwabe India Alpha - MP Drop,Dr Willmar Schwabe India Pvt Ltd,106.0,125.0,4.4,267.0,30.0,,"Provides an effective relief from various muscular pains


Alleviates soreness in muscles


Manages spasmodic muscle pain, cramps, and rheumatic pains",Joint
Bakson Kof Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.4,94.0,75.0,,Helps manage common cold and flu-like symptomsProvides relief from respiratory conditionsEffective in managing cough,Fever
Dr. Reckeweg R88 Anti Viral Drop,Dr Reckeweg & Co,266.0,310.0,4.7,111.0,30.0,,Enhances immunity against viral infectionsImproves immune response to the bodyAids in the management of Swine flu and Dengue,Fever
Dr. Reckeweg Ginseng Mother Tincture Q,Dr Reckeweg & Co,295.0,295.0,4.5,205.0,20.0,,Improves your digestive healthHelps you focus betterEffective in treating geneal debility in men,Digestion
SBL Sulphur Ointment,SBL Pvt Ltd,64.1,75.0,4.3,212.0,25.0,Sulphur 1 x in ointment base,"Helps with eczema


Helps prevent eruptions


Soothes inflammations",Skin care
Dr. Reckeweg R55 All Kinds Of Injuries Drop,Dr Reckeweg & Co,238.0,270.0,4.6,193.0,22.0,Arnica,It helps in healing luxation and sprainIt aids in faster recovery of fractureIt reduces inflammation and septic issues,Skin care
Bakson's Spondy Aid Drop,Bakson's Homeopathy,154.0,175.0,4.5,231.0,30.0,"Bakson's Spondy Aid Drops is a homoeopathic medicine for back pain that addresses pain, stiffness, and soreness in the back muscles caused by degenerative changes in the spine","Bakson's Spondy Aid Drops is a homoeopathic medicine for back pain caused by spine degenerationIdeal for lumbar spondylosis, prevent joint degeneration, and relieves stiffness and achesAlleviates other symptoms like vertigo, nausea, giddiness and weakness accompanying back painReliable and effective homoeopathic medicine for back pain",Eye Care
Dr. Reckeweg R53 Acne Vulgaris And Pimples Drop,Dr Reckeweg & Co,232.0,270.0,4.2,90.0,22.0,,It helps in reducing acne breakoutsIt reduces redness and inflammationIt aids in the treatment of eczema,Skin care
SBL Arnica Montana Herbal Shampoo With Conditioner,SBL Pvt Ltd,155.0,180.0,4.4,388.0,200.0,,Helps manage hair problems like dandruff and hair fallNourishes hair follicles and makes hair smooth and shinyMoisturises the scalp and prevents it from getting itchy and flaky,Hair care
Dr Willmar Schwabe India Nux Vomica Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,92.4,105.0,4.6,563.0,30.0,Nux Vomica,It reduces inflammationHelps in asthma and rheumatismReduces back pain and depression,Skin care
Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,Wheezal Homeo Pharma,178.0,200.0,4.2,279.0,200.0,Arnica Montana Q,"Nourishes and strengthens the hair


Reduces hair loss and dandruff


Manages the formation of split ends


Promotes hair growth",Hair care
SBL AT-Tabs Ant- Traumatic Tablet,SBL Pvt Ltd,145.0,165.0,4.6,225.0,25.0,It can help as first-aid in all cases of trauma and accidents and for the prevention of shock,It can help to condition injury and accident traumaIt can help in the recovery of fractured bobesIt can help in fast recovery post-surgery,Joint
Dr. Reckeweg R70 Neuralgia Drop,Dr Reckeweg & Co,233.0,270.0,4.4,165.0,22.0,Cedron,Helps reduce nerve painReduces the symptoms of trigeminal neuralgiaRelieves nervous system hypersensitivity,Mental wellness
Dr. Reckeweg China Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.6,383.0,11.0,Highly potent remedy for the treatment of stomach disorders including nausea and vomiting,"Relieves digestive disorders


Manages menstrual problems


Helps reduce liver inflammation


Relieves fever",Fever
