name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
Bakson Hite Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??182,ƒ??215,4.1,61 Ratings,75 tablets,Baryta carbonica 6x,"Promotes natural height growth in children


Provides necessary nutrients for optimal growth


Helps in overall physical development


Boosts immunity and supports brain development


Safe and effective for children",Health supplement
SBL Cholesterinum Trituration Tablet 3X,SBL Pvt Ltd,ƒ??154,ƒ??175,4.6,310 Ratings,25 gm Trituration Tablet,,Acts as a liver tonicRegulates cholesterol levelsEffective remedy in gallstones and jaundice,Liver
Dr Willmar Schwabe India Sabal Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,ƒ??167,ƒ??190,4.5,229 Ratings,30 ml Drop,Used for urinary disturbances due to prostatic enlargement (BPH) and urinary tract infections,Helpful in relieving the problem of frequent micturitionHelpful in urinary tract infectionsRelieves inflammation,kidney
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Dr Willmar Schwabe India Passiflora Incarnata Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??110,ƒ??125,4.6,326 Ratings,30 ml Mother Tincture,,"Most reliable remedy in insomnia due to pain and inflammatory conditions in acute diseasesEfficient antispasmodic that provides great and instant reliefindicated in whooping cough, delirium, convulsions in children and painful menstruationUseful in complaints of flatulence, diarrhoea and indigestionHelps in controlling sleep patterns",Digestion
SBL Drops No. 8 ( For Allergic Rhinitis),SBL Pvt Ltd,ƒ??163,ƒ??185,4.4,292 Ratings,30 ml Drop,Allium Cepa,Can help relieve allergic rhinitisMay ease sneezing and burning sensationHelps reduce symptoms associated with coryza,ENT
SBL Hamamelis Virginica Mother Tincture Q,SBL Pvt Ltd,ƒ??132,ƒ??150,4.5,219 Ratings,30 ml Mother Tincture,Hamamelis Virginica,Helps in the treatment of pains associated with haemorrhages and haemorrhoidsReduces bruises and soreness in the affected partsProvides a sense of relaxation and relieves pains by acting on the veins,Joint
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
Dr. Reckeweg Bryonia Alba Dilution 200 CH,Dr Reckeweg & Co,ƒ??138,ƒ??160,4.7,417 Ratings,11 ml Dilution,,"It is primarily used for the treatment of influenza, coryza, arthritis and rheumatismIt relieves symptoms of flu such as constant sneezing and coldHelpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing",Fever
Dr. Reckeweg Magnesium Phosphoricum Biochemic Tablet 6X,Dr Reckeweg & Co,ƒ??163,ƒ??185,4.5,158 Ratings,20 gm Biochemic Tablet,,"Effective management for a range of health issues


Relieves headache


Natural remedy addressing specific ear-related issues


Oral health benefits and swelling reduction


Relieves abdominal pain and gas discomfort",ENT
SBL Aspidosperma Quebracho Mother Tincture Q,SBL Pvt Ltd,ƒ??194,ƒ??220,4.5,255 Ratings,30 ml Mother Tincture,The formula stimulates the respiratory centres and increases the oxygen in the blood,It is used for treating disorders associated with the respiratory systemHighly beneficial for people suffering from asthma and influenzaIt helps in relieving congestion in the chest and prevents frequent coughing,Fever
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
Dr Willmar Schwabe India Crataegus Oxyacantha Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.6,340 Ratings,30 ml Mother Tincture,Regulates blood pressure,Reduces headacheHelps regulate blood pressureRelieves joint painPromotes cardiovascular wellness,Joint
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
Dr. Reckeweg Cholesterinum Trituration Tablet 3X,Dr Reckeweg & Co,ƒ??211,ƒ??240,4.6,194 Ratings,20 gm Trituration Tablet,,Relieves pain in the liver regionReduces inflammation of pancreas and kidneysEffective in treating kidney stones,kidney
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
Dr. Reckeweg R17 Glandular Enlargement Drop,Dr Reckeweg & Co,ƒ??232,ƒ??270,4.5,118 Ratings,22 ml Drop,Acidum lacticum,Contains anti-inflammatory propertiesReduces glandular swellingsProvides relief from skin conditions,Skin care
SBL Nixocid Syrup,SBL Pvt Ltd,ƒ??268,ƒ??305,4.5,281 Ratings,500 ml Syrup,Nixocid Syrup regulates bile production and helps restore enzyme balance,Helps restore enzyme balanceRelieves acidityHelps normalise the pH dimension of the stomach,Digestion
Dr. Reckeweg R19 Glandular Drops for Men,Dr Reckeweg & Co,ƒ??238,ƒ??270,4.3,135 Ratings,22 ml Drop,,Helps in preventing endocrine diseasesMay aid in supporting mental wellnessManages blood pressure levels,Diabetes
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Wheezal Jaborandi Hair Treatment Oil,Wheezal Homeo Pharma,ƒ??141,ƒ??160,4.3,593 Ratings,110 ml Oil,Jaborandi Q,Helps to counter dandruff and prevents hair lossBeneficial in case of greying of hairMaintains healthy blood flow to the scalpHelps to prevent the growth of split ends,Hair care
Dr Willmar Schwabe India Jaborandi Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??132,ƒ??150,4.4,249 Ratings,30 ml Mother Tincture,Jaborandi,"Indicated in profuse perspiration, hair fall,greying of hair, sleeplessness and diarrhoeaIt is also indicated in eye disorders, glaucoma, and to promote perspirationVery effective remedy in profuse debilitating sweat in sophistsIt is a powerful glandular stimulant and the most efficient diaphragmatic",Eye Care
Dr Willmar Schwabe Germany Damiaplant Drop,Dr Willmar Schwabe India Pvt Ltd,ƒ??518,ƒ??575,4.1,168 Ratings,20 ml Drop,Damiana,Helps to overcome weaknessAids in increasing energy levelsSupports overall health and well-being,Health supplement
SBL Kali Bichromicum Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.5,379 Ratings,30 ml Dilution,,"Reduces pain and fullness between eyebrows


Manages sense of smell and eases nasal blockage


Alleviates burning pain in the throat",Eye Care
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
SBL Causticum Dilution 200 CH,SBL Pvt Ltd,ƒ??101,ƒ??115,4.5,536 Ratings,30 ml Dilution,Natrum causticum,"Effective in managing concerns associated with liver


Maintains blood pressure levels and concerns associated with sinusitis


Eases feelings of nervousness and sadness


Manages dry throat and cough with white lumps",Throat care
SBL Acidum Phosphoricum Mother Tincture Q,SBL Pvt Ltd,ƒ??110,ƒ??125,4.5,282 Ratings,30 ml Mother Tincture,,Alleviates headaches and eye sorenessImproves digestionUseful for nausea and vomitingHelps to prevent hair fall,Eye Care
SBL Ocimum Sanctum Mother Tincture Q,SBL Pvt Ltd,ƒ??92.4,ƒ??105,4.6,221 Ratings,30 ml Mother Tincture,It is used in the treatment of renal colic and renal pain with vomiting,Useful in the treatment of renal colicContains anti-inflammatory and antioxidant propertiesHelpful in the evacuation of bowel in constipated patients,kidney
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
Dr. Reckeweg R43 Bronchial Drop,Dr Reckeweg & Co,ƒ??235,ƒ??270,4.4,139 Ratings,22 ml Drop,Arsenicum album,It helps in the treatment of asthmaIt relieves irritation and dry coughIt aids in reducing asthmatic bronchitis,Fever
SBL Caladium Seguinum Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.2,707 Ratings,30 ml Dilution,,Treats conditions related to sexual exhaustion in menProvides relief from stomach pain and crampsRelieves chest congestion and lung disorders,Digestion
SBL Calcarea Fluorica Biochemic Tablet 12X,SBL Pvt Ltd,ƒ??94.1,ƒ??110,4.5,1303 Ratings,25 gm Biochemic Tablet,It is primarily used for the management of varicose veins and various skin conditions,It helps manage varicose veins and other skin disordersIt relieves symptoms linked with joint pain and discomfortIt is also helpful in reducing the inflammation of thyroid glandsIt is helpful in the reduction of dental cavities and bleeding gums,Joint
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,fever
Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.6,260 Ratings,30 ml Mother Tincture,Rauvolfia Serpentina,Homeopathic formulation that has antipsychotic and anti hypertensive actionReduces the frequency of loose stoolsCalms the nervous system and reduces anxietyAlleviates irritability and restlessness,Mental wellness
Dr. Reckeweg Wiesbaden Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.2,302 Ratings,11 ml Dilution,,"Effective solution for hair problems


Reduces hair fall


Promotes hair growth


Strengthens hair follicles",Hair care
SBL Apis Mellifica Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.6,413 Ratings,30 ml Dilution,"Relieves swelling of eyelids, conjunctiva and eye puffiness","Relieves various eye-related discomforts


Addresses sharp eye pain and corneal issues


Alleviates oral and throat inflammation and pain


Helps reduce puffiness in the body and face",Eye Care
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
SBL Aesculus Ointment,SBL Pvt Ltd,ƒ??72,ƒ??80,4.5,205 Ratings,25 gm Ointment,Aesculuship pocastanum Q,"Helps with haemorrhoids


Relieves itchiness


Aids in managing bleeding",Skin care
SBL Allium Cepa Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.5,449 Ratings,30 ml Dilution,"Provides effective relief from cold, catarrh and cough","Offers remedy for respiratory-related concerns


Manages eye infections


Addresses ocular infections effectively


Eases discomfort associated with ear pain


Indicated for burning pain in the nose, skin, throat, and bladder",ENT
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
ADEL 3 Apo-Hepat Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,131 Ratings,20 ml Drop,,Promotes stomach secretion and excretion of ureaEliminates both the physical and psychological basis for this cravingReduces liver portal blockages that commonly exist in chronically ill patientsProvides a vital stimulus that aids in the excretion of liver toxins,Digestion
ADEL 21 Proscenat Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.5,146 Ratings,20 ml Drop,,Alleviates inability to empty bladderIt eases symptoms of enlarged prostate and supports PSA levelsRelieves male performance difficultiesIndicates symptoms of enlarged or ageing prostate,kidney
ADEL 51 Psy-Stabil Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,148 Ratings,20 ml Drop,Acidum Phosphoricum 6X,"Prevents hyper acidification of the heart muscleReduces congestion in the arterial and venous vessels and combats inflammatory tendenciesImproves coronary circulation, increases the systole and reduces the number of pulse beatsHarmonises and restores a regular heartbeat, and restores disrupted digestive capabilities",ENT
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Hapdco Aqui Plus Face Wash,HAPDCO,ƒ??87.1,ƒ??99,4.3,174 Ratings,50 ml Face Wash,Azadirachta indica,Ideal for men and womenSuitable for all skin typesGets rid of dust and dirt from your faceGives your face a clean lookFree of any harmful chemicals,Skin care
SBL Calcarea Carbonica Dilution 200 CH,SBL Pvt Ltd,ƒ??101,ƒ??115,4.6,453 Ratings,30 ml Dilution,,Helpful in treating eczema in childrenUseful in treating ulcers and blockage in the noseEffective in reducing itching in the scalp,ENT
Bakson Calci Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??440,ƒ??500,4.4,73 Ratings,200 tablets,Calcarea carbonica HPI 3x,"Provides holistic calcium supports for pregnancy, menopause, and agingCalcarea carbonica and silicea strengthens bones and alleviates crampsSilicea promotes wellness in growing children, fights bone issuesEmbrace homeopathic power for strong, flexible bones",Joint
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
SBL Kali Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,ƒ??96.8,ƒ??110,4.6,325 Ratings,25 gm Biochemic Tablet,Helps to remove dandruff with white crusts,"Reduces dandruff


Relieves sinusitis headaches


Clears acne and nourishes skin",ENT
SBL Thuja Occidentalis Mother Tincture Q,SBL Pvt Ltd,ƒ??132,ƒ??150,4.5,241 Ratings,30 ml Mother Tincture,,Removes unwanted moles and wartsAddresses minor skin ailmentsMay have laxative properties in itHelps with rheumatic and arthritic painDeals with gastric issues,Skin care
Allen A70 I.B.S.(Irritable Bowel Syndrome) Drop,Allen Homoeo & Herbal Products Ltd,ƒ??144,ƒ??170,4.3,182 Ratings,30 ml Drop,This drop helps with a bloated lower abdomen,A natural solutionHas no side effectsGMP certifiedSoothes bloated abdomenCurtails diarrhoeaHelps with indigestion,Digestion
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
ADEL 25 Somcupin Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.2,217 Ratings,20 ml Drop,,An effective formulation for insomnia and disturbed sleepHelps to reduce restlessnessIt also helps with nervous exhaustionIt also helps to relax the mind,Mental wellness
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
SBL Ginkgo Biloba Mother Tincture Q,SBL Pvt Ltd,ƒ??198,ƒ??220,4.6,266 Ratings,30 ml Mother Tincture,Ginkgo biloba,Regulates high blood pressure and arteriosclerosisProvides effective relief from cough and chest painUseful in?ÿtreating?ÿburning sensation in throat and nose blockageHelps in healing eruptions and cracks on the skin,ENT
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
Dr Willmar Schwabe India Cydonia Vulgaris Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,ƒ??88,ƒ??100,4.1,577 Ratings,30 ml Dilution,,It may maintain men's reproductive health?ÿRemoves infection and manages other problems of the prostate glandEnhances libido,ENT
SBL Mercurius Solubilis Dilution 30 CH,SBL Pvt Ltd,ƒ??85.9,ƒ??100,4.6,487 Ratings,30 ml Dilution,Reduces the sweating or nose bleeding during the day and night and the heat of bed in cold and damp weather,"Reduces sweating and nosebleeds


Alleviates bed heat in cold, damp weather


Manages hair loss and oily scalp


Relieves inflammation and scalp burning",ENT
SBL Sleeptite Tablet,SBL Pvt Ltd,ƒ??149,ƒ??165,4.1,142 Ratings,25 gm Tablet,Ferrum Phosphoricum 3x,Helps to reduce difficulty in falling asleep due to anxiety & restlessnessMay help in improving sleeping habits and treating underlying causes,Mental wellness
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
ADEL 2 Apo-Ham Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,157 Ratings,20 ml Drop,,"It is beneficial in the case of piles and fistulaHelps to provide instant relief from pain and swellingProvides relief from problems such as severe constipation, inflammation and bleedingIt helps in the shrinkage of the piles and promotes easy passage of stools",Digestion
ADEL 6 Apo-Strum Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.5,129 Ratings,20 ml Drop,,"Supports intestinal metabolism and regulates heart function damaged by a toxic thyroid conditionActs as a catalyst in the metabolism of carbohydrates, proteins and fatsStimulates liver function, promotes excretion via the kidneysAddresses heart and circulatory system problems",ENT
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
SBL Histaminum Dilution 200 CH,SBL Pvt Ltd,ƒ??99.1,ƒ??115,4.5,590 Ratings,30 ml Dilution,,"Useful for various skin issuesAlleviates gastric painEffective for hay fever and nasal congestionProvides relief from breathing problem, and bronchial asthma",Fever
SBL Drops No. 3 (For UTI),SBL Pvt Ltd,ƒ??163,ƒ??185,4.6,229 Ratings,30 ml Drop,,"Provides relief from burning, itching and frequent urination


Maintains kidney health


Manages concerns causing pain in kidneys radiating to the bladder",kidney
SBL Gelsemium Sempervirens Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.5,559 Ratings,30 ml Dilution,,"Manages colds, flu and sore throat


Reduces anxiety


Manages heavy eyelids and double vision",Eye Care
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
Dr. Reckeweg Biochemic Combination 25 (BC 25) Tablet,Dr Reckeweg & Co,ƒ??163,ƒ??185,4.6,156 Ratings,20 gm Biocombination Tablet,Natrum phosphoricum,Helps in reducing hyperacidityAids in relieving gastric disturbancesProvides relief in abdominal pain,Digestion
Dr Willmar Schwabe India Alpha - MP Drop,Dr Willmar Schwabe India Pvt Ltd,ƒ??106,ƒ??125,4.4,267 Ratings,30 ml Drop,,"Provides an effective relief from various muscular pains


Alleviates soreness in muscles


Manages spasmodic muscle pain, cramps, and rheumatic pains",Joint
Bakson Kof Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??189,ƒ??215,4.4,94 Ratings,75 tablets,,Helps manage common cold and flu-like symptomsProvides relief from respiratory conditionsEffective in managing cough,Fever
Dr. Reckeweg R88 Anti Viral Drop,Dr Reckeweg & Co,ƒ??266,ƒ??310,4.7,111 Ratings,30 ml Drop,,Enhances immunity against viral infectionsImproves immune response to the bodyAids in the management of Swine flu and Dengue,Fever
Dr. Reckeweg Ginseng Mother Tincture Q,Dr Reckeweg & Co,ƒ??295,,4.5,205 Ratings,20 ml Mother Tincture,,Improves your digestive healthHelps you focus betterEffective in treating geneal debility in men,Digestion
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
SBL Sulphur Ointment,SBL Pvt Ltd,ƒ??64.1,ƒ??75,4.3,212 Ratings,25 gm Ointment,Sulphur 1 x in ointment base,"Helps with eczema


Helps prevent eruptions


Soothes inflammations",Skin care
Dr. Reckeweg R55 All Kinds Of Injuries Drop,Dr Reckeweg & Co,ƒ??238,ƒ??270,4.6,193 Ratings,22 ml Drop,Arnica,It helps in healing luxation and sprainIt aids in faster recovery of fractureIt reduces inflammation and septic issues,Skin care
Bakson's Spondy Aid Drop,Bakson's Homeopathy,ƒ??154,ƒ??175,4.5,231 Ratings,30 ml Drop,"Bakson's Spondy Aid Drops is a homoeopathic medicine for back pain that addresses pain, stiffness, and soreness in the back muscles caused by degenerative changes in the spine","Bakson's Spondy Aid Drops is a homoeopathic medicine for back pain caused by spine degenerationIdeal for lumbar spondylosis, prevent joint degeneration, and relieves stiffness and achesAlleviates other symptoms like vertigo, nausea, giddiness and weakness accompanying back painReliable and effective homoeopathic medicine for back pain",Eye Care
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
Dr. Reckeweg R53 Acne Vulgaris And Pimples Drop,Dr Reckeweg & Co,ƒ??232,ƒ??270,4.2,90 Ratings,22 ml Drop,,It helps in reducing acne breakoutsIt reduces redness and inflammationIt aids in the treatment of eczema,Skin care
SBL Arnica Montana Herbal Shampoo With Conditioner,SBL Pvt Ltd,ƒ??155,ƒ??180,4.4,388 Ratings,200 ml Conditioner,,Helps manage hair problems like dandruff and hair fallNourishes hair follicles and makes hair smooth and shinyMoisturises the scalp and prevents it from getting itchy and flaky,Hair care
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
Dr Willmar Schwabe India Nux Vomica Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,ƒ??92.4,ƒ??105,4.6,563 Ratings,30 ml Dilution,Nux Vomica,It reduces inflammationHelps in asthma and rheumatismReduces back pain and depression,Skin care
Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,Wheezal Homeo Pharma,ƒ??178,ƒ??200,4.2,279 Ratings,200 ml Liquid,Arnica Montana Q,"Nourishes and strengthens the hair


Reduces hair loss and dandruff


Manages the formation of split ends


Promotes hair growth",Hair care
SBL AT-Tabs Ant- Traumatic Tablet,SBL Pvt Ltd,ƒ??145,ƒ??165,4.6,225 Ratings,25 gm Tablet,It can help as first-aid in all cases of trauma and accidents and for the prevention of shock,It can help to condition injury and accident traumaIt can help in the recovery of fractured bobesIt can help in fast recovery post-surgery,Joint
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Dr. Reckeweg R70 Neuralgia Drop,Dr Reckeweg & Co,ƒ??233,ƒ??270,4.4,165 Ratings,22 ml Drop,Cedron,Helps reduce nerve painReduces the symptoms of trigeminal neuralgiaRelieves nervous system hypersensitivity,Mental wellness
Dr. Reckeweg China Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.6,383 Ratings,11 ml Dilution,Highly potent remedy for the treatment of stomach disorders including nausea and vomiting,"Relieves digestive disorders


Manages menstrual problems


Helps reduce liver inflammation


Relieves fever",Fever
Dr. Reckeweg Arsenicum Album 200 CH Dilution,Dr Reckeweg & Co,ƒ??138,ƒ??160,4.7,496 Ratings,11 ml Dilution,The formulation can help provide relief from acidity and indigestion,Helps in the treatment of stomach disordersRelieves stress and anxiety in patients with chronic health conditionsAids in treating respiratory problems such as coughHelps improve fever and weakness post an illness,Digestion
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
SBL Drops No. 5 (For Cervical Pain),SBL Pvt Ltd,ƒ??159,ƒ??185,4.5,260 Ratings,30 ml Drop,,"Relieves neck and shoulder pain


Effective for multiple symptoms


Relieves arm and finger numbness",Joint
SBL Sulphur Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.4,1109 Ratings,30 ml Dilution,Sugar of milk,"This dilution can help improve skin ailments


It soothes the skin and relieves dryness and itchiness


It is a homoeopathic medicine",Skin care
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
ADEL 29 Akutur Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.5,104 Ratings,20 ml Drop,,"Eliminates symptoms of bladder inflammation, including pus in the urine and painful urinationStimulates systemic excretion of toxins from infections by improving the function of the liver, stomach, intestines and gallbladderSupports relief from acute gastritis and chronic skin diseases, and strengthens liver functionHelps resolve mucous membrane infections accompanied by pronounced nervous system weakness",Digestion
Bakson's Calcarea Fluorica Biochemic Tablet 6X,Bakson's Homeopathy,ƒ??691,ƒ??720,4.3,66 Ratings,4500 biochemic tablets,"It helps build up the dental enamel, the surface of bones, the top layers of the skin and the walls of the blood vessels",Helps build up the dental enamelAssists in flat feet and callosityHelps manage tooth decay and delayed dentitionAids in relieving piles,Dental care
SBL Gelsemium Sempervirens Dilution 200 CH,SBL Pvt Ltd,ƒ??101,ƒ??115,4.5,559 Ratings,30 ml Dilution,,"Manages colds, flu and sore throat


Reduces anxiety


Manages heavy eyelids and double vision",Eye Care
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,ƒ??693,ƒ??720,4.6,37 Ratings,4500 biochemic tablets,Natrum sulphuricum,"It can help to maintain good liver health


It can help to reduce headaches


It may help to condition diarrhoea


It also helps to manage symptoms of gout",Fever
Dr. Reckeweg Yohimbinum Mother Tincture Q,Dr Reckeweg & Co,ƒ??321,ƒ??365,4.4,111 Ratings,20 ml Mother Tincture,,"Promotes relaxation of blood vessels and manages blood pressure levels


Aids in managing healthy weight


Safe to use with no side effects, based on homoeopathic composition",Diabetes
